OTU,St01_MN,St01_SG,St01_CR,St01_SD,St02_MN,St02_SG,St02_CR,St02_SD,St03_MN,St03_SG,St03_CR,St03_SD,St04_MN,St04_SG,St04_CR,St04_SD,St05_MN,St05_SG,St05_CR,St05_SD,St06_MN,St06_SG,St06_CR,St06_SD,St07_MN,St07_SG,St07_CR,St07_SD,St08_MN,St08_SG,St08_CR,St08_SD,St09_MN,St09_SG,St09_CR,St09_SD,St10_SD,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_322,0,0,0,57,0,0,241,21,0,0,29,207,0,0,0,76,0,0,0,159,0,0,0,0,0,0,0,57,0,0,78,12,0,0,0,20,0,Bacteria,Proteobacteria,GammaProteobacteria,HOC36,NA,NA,NA
OTU_323,0,0,0,217,0,0,0,133,0,0,0,176,0,0,0,143,0,0,0,161,0,0,0,368,0,0,0,204,0,0,0,183,0,0,0,249,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_324,0,0,0,165,0,0,57,203,0,0,0,741,0,0,0,367,0,0,0,397,0,0,0,103,0,0,0,90,0,0,0,129,0,0,0,317,0,Bacteria,Nitrospirae,Pla3_lineage,NA,NA,NA,NA
OTU_325,0,0,0,168,0,0,157,121,0,0,73,167,0,0,0,138,0,11,39,274,0,0,35,211,0,45,0,232,0,52,179,286,0,39,59,153,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_326,0,0,0,449,0,0,0,232,0,0,0,441,0,0,0,300,0,0,0,124,0,0,0,324,0,0,0,197,0,0,0,139,0,0,0,240,0,Bacteria,Nitrospirae,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JL-ETNP-F27,NA
OTU_327,354,629,360,0,13,81,0,0,118,108,0,0,189,354,315,0,0,76,30,0,0,80,31,0,0,56,59,0,0,482,0,0,0,387,79,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens,NA
OTU_328,0,0,0,271,0,0,0,181,0,0,0,234,0,0,0,170,0,0,0,450,0,0,0,296,0,0,0,302,0,0,0,326,0,0,0,242,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_329,327,0,0,0,63,240,0,0,553,514,250,0,105,73,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,540,38,0,0,0,0,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_330,0,0,68,130,0,0,1169,97,0,0,0,150,0,0,0,133,0,0,0,175,0,18,0,251,0,0,0,153,0,0,889,233,0,0,0,149,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_331,340,101,0,0,115,233,0,0,244,140,0,0,90,113,101,0,236,0,0,0,316,0,0,0,172,0,0,0,189,0,0,0,206,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Puniceispirillales,SAR1186_clade,NA,NA
OTU_332,53,68,122,0,0,0,166,0,131,123,174,0,36,78,74,0,0,285,180,0,0,346,353,0,0,148,136,0,0,613,299,0,0,257,388,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_333,384,131,29,0,145,301,0,0,435,194,22,0,114,209,108,0,267,56,0,0,203,14,0,0,346,37,46,0,139,72,0,0,168,10,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,BetaProteobacteriales,Burkholderiaceae,MWH-UniP1_aquatic_group,NA
OTU_334,93,275,0,0,0,0,0,0,344,0,0,0,0,0,189,0,269,100,0,0,206,0,0,0,104,80,0,0,420,0,0,0,478,0,0,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,NA
OTU_335,0,0,0,294,0,0,0,236,0,0,0,439,0,0,0,311,0,0,0,275,0,0,0,268,0,0,0,236,0,0,0,185,0,0,0,296,0,Bacteria,Proteobacteria,GammaProteobacteria,UBA10353_marine_group,NA,NA,NA
OTU_336,183,133,0,0,91,118,0,0,306,173,0,0,157,221,157,0,372,84,0,0,492,0,0,0,275,70,48,0,520,107,0,0,513,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
OTU_337,43,0,0,0,0,42,0,0,13,0,0,0,0,0,45,0,220,0,0,0,62,0,0,0,369,0,0,0,0,0,0,0,345,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_338,0,0,0,5,0,0,0,0,8,11,0,341,17,0,0,4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Oceanospirillales,Saccharospirillaceae,Oleibacter,marinus
OTU_340,0,0,0,189,0,0,0,329,0,0,0,475,0,0,0,187,0,0,0,129,0,0,0,229,0,0,0,160,0,0,0,259,0,0,0,210,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_341,0,0,88,0,0,0,69,0,0,0,336,0,0,0,0,0,0,134,410,0,0,453,733,0,0,222,256,0,0,189,144,0,0,654,1313,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
OTU_342,114,253,100,39,50,96,271,18,86,62,193,10,45,50,41,0,5,179,172,34,0,157,176,0,0,99,51,45,0,18,211,0,0,39,113,0,0,Bacteria,Proteobacteria,DeltaProteobacteria,Bdellovibrionales,Bacteriovoracaceae,NA,NA
OTU_343,0,0,135,148,0,19,358,282,0,12,439,253,0,0,0,171,0,0,0,140,0,0,18,243,0,0,0,176,0,0,79,220,0,0,0,215,0,Bacteria,Nitrospirae,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,FS140-16B-02_marine_group,NA
OTU_344,0,0,0,232,0,0,0,199,0,0,0,285,0,0,0,250,0,0,0,268,0,0,0,525,0,0,0,287,0,0,0,379,0,0,0,266,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_345,0,237,0,0,0,0,0,0,251,0,0,0,0,0,216,0,166,98,0,0,300,0,0,0,0,97,0,0,173,0,0,0,0,0,0,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,marinus
OTU_346,0,87,296,0,0,0,702,0,0,0,356,0,0,0,12,0,0,157,287,0,0,183,229,0,0,66,0,0,0,0,314,0,0,70,255,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_347,0,24,180,0,0,27,999,0,0,29,828,0,0,0,0,0,0,69,239,0,0,139,116,0,0,32,0,0,0,33,776,0,0,64,209,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_348,0,0,0,200,0,0,0,281,0,0,0,396,0,0,0,197,0,0,0,199,0,0,0,200,0,0,0,252,0,0,0,263,0,0,0,238,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_349,0,0,0,183,0,0,0,280,0,0,0,262,0,0,0,143,0,0,0,190,0,0,0,198,0,0,0,244,0,0,0,268,0,0,0,167,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_350,0,0,0,257,0,0,0,100,0,0,0,141,0,0,0,192,0,0,0,142,0,0,0,392,0,0,0,221,0,0,0,258,0,0,0,209,0,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
OTU_351,185,83,145,0,0,0,69,0,405,209,57,0,110,0,134,0,45,116,117,0,0,140,152,0,0,107,61,0,0,74,39,0,75,243,236,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_352,88,77,0,0,51,77,0,0,155,88,0,0,0,110,213,0,73,0,0,0,1306,0,0,0,430,0,0,0,271,0,0,0,392,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA
OTU_353,133,152,79,0,71,107,0,0,368,206,37,0,132,94,227,0,251,133,105,0,297,105,52,0,187,192,164,0,401,119,0,0,276,115,78,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_355,0,0,0,261,0,0,0,189,0,0,0,278,0,0,0,185,0,0,0,239,0,0,0,439,0,0,0,204,0,0,0,400,0,0,0,216,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_356,173,0,0,0,166,679,0,0,952,575,32,0,254,272,109,0,28,41,0,0,0,0,0,0,0,0,0,0,61,27,0,0,32,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_357,0,0,0,187,0,0,168,176,0,0,150,214,0,0,3,113,0,0,0,223,0,0,0,208,0,0,0,210,0,0,58,177,0,0,0,194,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA
OTU_358,280,129,92,0,129,194,0,0,374,229,29,0,43,35,118,0,253,63,80,0,59,119,70,0,0,165,11,0,0,0,0,0,79,17,69,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_III,NA,NA,NA
OTU_359,0,21,288,0,0,0,1261,0,0,15,381,0,0,0,21,0,0,0,153,0,0,0,52,0,0,14,19,0,0,25,2269,0,0,84,223,0,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,Alteromonas,NA
OTU_360,0,0,0,211,0,0,0,180,0,0,0,220,0,0,0,184,0,0,0,256,0,0,0,381,0,0,0,270,0,0,0,293,0,0,0,170,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_361,373,132,0,0,183,281,0,0,713,311,0,0,97,126,188,0,107,78,0,0,50,0,0,0,84,0,84,0,80,182,0,0,68,0,0,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Actinomarinales,Clade_II,Prochlorococcus,NA
OTU_362,43,163,0,0,0,0,0,0,60,39,0,0,28,44,473,0,361,51,0,0,166,0,0,0,213,108,86,0,592,54,20,0,1960,15,0,11,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,NA
OTU_363,0,0,0,252,0,0,0,199,0,0,0,255,0,0,0,230,0,0,0,184,0,0,0,212,0,0,0,123,0,0,0,154,0,0,0,134,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_364,125,61,26,0,70,185,0,0,284,147,0,0,51,79,149,0,171,23,0,0,397,0,0,0,169,39,13,0,259,9,0,0,351,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Puniceispirillales,SAR1186_clade,NA,NA
OTU_365,0,0,0,192,0,0,0,168,0,0,0,253,0,0,0,180,0,0,0,281,0,0,0,372,0,0,0,267,0,0,0,327,0,0,0,163,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_366,32,426,658,0,18,0,0,0,112,71,0,0,0,51,46,0,0,254,18,0,0,299,0,0,0,198,201,0,0,217,0,0,0,193,35,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10_marine_group,NA
OTU_367,0,49,99,0,35,73,0,0,0,14,122,0,0,23,53,0,0,447,1073,0,0,304,241,0,0,403,361,0,0,350,402,0,0,159,78,0,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,NA,NA
OTU_368,0,0,289,0,0,0,989,0,0,0,280,0,0,0,0,0,0,121,228,0,0,96,181,0,0,0,0,0,0,0,1326,0,0,430,917,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA
OTU_369,0,0,0,224,0,0,0,257,0,0,0,275,0,0,0,148,0,0,0,139,0,0,0,189,0,0,0,233,0,0,0,217,0,0,0,174,0,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,NA
OTU_370,0,0,0,227,0,0,0,202,0,0,0,259,0,0,0,203,0,0,0,213,0,0,0,312,0,0,0,223,0,0,0,266,0,0,0,173,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_371,0,62,92,170,0,0,300,251,0,0,201,289,0,0,0,143,0,22,84,197,0,31,59,231,0,46,47,178,0,403,344,238,0,80,99,240,0,Bacteria,Nitrospirae,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,NA
OTU_372,0,0,0,162,0,0,0,154,0,0,0,127,0,0,0,94,0,0,0,88,0,0,0,310,0,0,0,102,0,0,0,154,0,0,0,256,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_373,0,0,0,194,0,0,0,143,0,0,0,279,0,0,0,241,0,0,0,268,0,0,0,316,0,0,0,231,0,0,0,228,0,0,0,185,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_374,192,104,104,0,113,215,188,0,243,118,109,0,72,101,0,0,0,89,145,0,0,193,249,0,0,181,127,0,0,322,210,0,0,312,458,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_375,111,168,122,0,48,83,0,0,221,103,82,0,68,77,135,0,243,99,106,0,264,125,80,0,168,182,132,0,234,168,0,0,231,137,151,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_376,0,0,84,79,11,69,96,125,0,44,706,208,0,15,18,87,0,5,278,130,0,20,16,129,0,29,76,79,0,56,1101,62,0,0,0,86,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,NA
OTU_377,0,0,0,0,0,0,0,0,0,0,0,7,1468,989,1060,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
OTU_378,477,0,0,0,256,455,0,0,546,317,0,0,201,520,88,0,123,0,0,0,0,0,17,0,0,0,0,0,212,176,0,0,68,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS4_marine_group,NA
OTU_379,220,74,92,0,143,199,0,0,548,219,47,0,106,81,136,0,55,48,55,0,40,89,90,0,0,77,41,0,75,70,0,0,34,41,36,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_380,0,0,0,213,0,0,0,52,0,0,0,74,0,0,0,16,0,0,0,23,0,0,0,126,0,0,0,42,0,0,0,162,0,0,0,44,0,Archaea,Nanoarchaeaeota,Woesearchaeia,NA,NA,NA,NA
OTU_381,0,89,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,261,0,0,478,514,0,0,135,142,0,0,775,102,0,0,966,940,0,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_382,0,0,0,258,0,0,20,162,0,0,0,192,0,0,0,181,0,0,0,211,0,0,0,108,0,0,0,145,0,0,0,138,0,0,0,145,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,NA,NA
OTU_383,0,0,0,229,0,0,0,165,0,0,0,172,0,0,0,175,0,0,0,328,0,0,0,189,0,0,0,274,0,0,0,236,0,0,0,186,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,NA,NA
OTU_384,0,0,0,172,0,0,93,150,0,0,0,174,0,0,0,151,0,0,0,294,0,0,0,258,0,0,0,248,0,0,55,262,0,0,0,166,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_385,798,793,249,0,167,185,0,0,78,36,0,0,39,67,510,0,30,40,0,0,0,0,0,0,0,20,21,0,0,107,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_386,0,127,199,0,51,98,0,0,109,118,21,0,0,0,0,0,0,202,265,0,0,0,0,0,0,129,255,0,0,186,139,0,0,1054,1753,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_387,0,0,0,149,0,0,296,103,10,16,79,166,0,12,0,73,0,62,0,189,0,0,0,138,0,0,0,221,0,102,241,185,0,0,53,136,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,NA,NA,NA
OTU_388,48,143,127,0,0,0,65,0,0,0,170,0,0,0,94,0,0,178,267,0,0,340,242,0,0,173,25,0,0,0,61,0,0,70,82,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_389,0,97,244,0,0,0,0,0,0,0,45,0,0,0,0,0,0,200,318,0,0,943,627,0,0,199,120,0,0,61,61,0,0,475,936,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,NA
OTU_390,132,0,0,0,459,1400,0,0,848,634,30,0,91,123,86,0,194,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,201,0,0,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
OTU_391,0,0,0,215,0,0,0,197,0,0,0,281,0,0,0,229,0,0,0,174,0,0,0,202,0,0,0,109,0,0,0,147,0,0,0,88,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_392,0,0,0,113,0,0,243,185,0,0,0,278,0,0,0,143,0,0,0,158,0,0,0,118,0,0,0,177,0,0,72,141,0,0,0,103,0,Bacteria,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,NA
OTU_393,0,170,131,0,0,0,27,0,0,0,45,0,0,0,0,0,0,309,273,0,0,670,414,0,0,369,306,0,0,259,69,0,0,825,606,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
OTU_394,0,0,0,189,0,0,0,195,0,0,0,270,0,0,0,208,0,0,0,210,0,0,0,368,0,0,0,225,0,0,0,318,0,0,0,194,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_395,0,0,0,218,0,0,0,253,0,0,0,233,0,0,0,163,0,0,0,174,0,0,0,242,0,0,0,193,0,0,0,217,0,0,0,113,0,Bacteria,Proteobacteria,GammaProteobacteria,HOC36,NA,NA,NA
OTU_396,117,97,85,0,17,54,0,0,119,85,46,0,61,69,133,0,432,74,55,0,538,39,42,0,188,88,61,0,130,69,0,0,238,24,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_397,0,58,98,0,0,22,10,0,43,25,39,0,15,15,43,0,0,221,193,0,0,929,606,0,0,291,145,0,0,89,45,0,0,186,189,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_398,165,0,0,0,77,103,0,0,293,139,0,0,0,0,115,0,263,153,0,0,258,0,0,0,240,0,0,0,0,108,0,0,97,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_399,181,66,63,0,106,119,0,0,426,224,34,0,83,97,161,0,105,71,51,0,191,90,53,0,81,100,50,0,60,67,0,0,115,24,26,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_400,0,0,0,159,0,0,4,195,0,0,0,262,0,0,0,172,0,0,0,137,0,0,0,204,0,0,0,125,0,0,0,168,0,0,0,182,0,Bacteria,NA,NA,NA,NA,NA,NA
OTU_401,0,0,0,212,0,0,0,266,0,0,0,295,0,0,0,85,0,0,0,0,0,0,0,269,0,0,0,88,0,0,0,221,0,0,0,129,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_402,269,0,0,0,0,110,0,0,325,156,0,0,101,0,125,0,392,0,0,0,271,0,0,0,264,0,0,0,107,0,0,0,100,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_403,51,235,159,0,0,60,77,0,243,125,127,0,39,51,102,0,0,229,158,0,0,181,123,0,0,158,129,0,0,373,165,0,0,241,325,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,NA,NA,NA,NA
OTU_404,0,0,130,0,0,0,1226,0,0,0,175,0,0,0,0,0,0,0,52,0,0,0,29,0,0,0,0,0,0,0,2300,0,0,37,84,0,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,Alteromonas,NA
OTU_405,200,102,97,0,0,0,0,0,279,0,0,0,97,0,158,0,151,176,96,0,0,228,177,0,110,201,137,0,0,254,0,0,0,132,135,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_406,0,187,61,0,0,0,73,0,49,0,0,0,0,0,0,0,0,111,64,0,0,434,133,0,0,552,853,0,0,432,260,0,0,379,602,0,0,Bacteria,Proteobacteria,DeltaProteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,NA
OTU_407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,887,0,0,0,579,0,0,0,936,0,0,0,1644,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_408,0,0,0,0,1554,0,0,0,2144,0,187,0,514,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,NA
OTU_409,0,24,18,54,30,17,0,40,191,61,36,68,17,24,0,2594,0,0,0,54,0,32,0,18,0,0,0,106,0,0,52,71,0,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,NA
OTU_410,219,0,0,0,214,272,0,0,556,353,46,0,90,105,65,0,134,81,0,0,0,0,0,0,40,0,0,0,140,68,0,0,37,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Thiotrichales,Thiotrichaceae,NA,NA
OTU_411,0,0,0,147,0,0,353,197,0,0,100,202,0,0,0,172,0,0,0,238,0,0,0,157,0,0,0,169,0,0,15,189,0,0,0,104,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_413,0,0,0,208,0,0,6,213,0,0,0,255,0,0,0,203,0,0,0,218,0,0,0,304,0,0,0,195,0,0,8,297,0,0,0,159,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_414,0,11,56,201,0,6,440,116,0,14,549,246,0,0,0,152,0,0,0,122,0,0,0,152,0,0,0,86,0,0,34,88,0,0,0,76,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_415,0,174,423,0,0,0,156,0,0,0,80,0,0,17,9,0,0,180,296,0,0,272,223,0,0,159,77,0,0,50,132,0,0,441,578,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_416,50,74,153,0,0,0,371,0,29,23,259,0,17,53,62,0,0,293,203,21,0,124,207,0,33,236,124,0,0,199,302,0,0,219,327,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_417,0,54,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,273,0,0,378,277,0,0,100,49,0,0,57,500,0,0,111,376,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Synechococcus_CC9902,NA
OTU_418,93,128,136,0,0,42,163,0,120,80,182,0,51,53,0,0,0,141,153,0,0,177,144,0,0,74,0,0,0,36,104,0,0,0,75,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_419,0,0,0,151,0,0,0,137,0,0,0,178,0,0,0,131,0,0,0,97,0,0,0,215,0,0,0,101,0,0,0,139,0,0,0,119,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_420,1230,425,89,0,409,291,0,0,538,144,0,0,265,393,112,0,46,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Synechococcus_CC9902,NA
OTU_421,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,473,0,0,297,320,0,0,153,128,0,0,0,663,0,0,212,691,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,NA
OTU_422,128,118,140,0,0,0,0,0,180,83,94,0,89,90,239,0,0,194,172,0,19,294,295,0,25,227,153,0,39,136,0,0,0,229,248,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_423,167,41,61,0,116,70,0,0,345,242,27,0,92,113,92,0,36,149,97,0,0,150,92,0,0,104,24,0,0,0,7,0,0,29,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,NA,NA
OTU_424,758,307,120,0,0,0,0,0,231,0,0,0,479,475,230,0,261,0,0,0,0,0,0,0,182,0,0,0,161,103,0,0,241,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA
OTU_425,0,0,0,216,0,0,151,241,0,0,0,313,0,0,0,110,0,0,7,205,0,0,0,362,0,0,0,253,0,0,153,278,0,0,0,655,0,Bacteria,Proteobacteria,DeltaProteobacteria,NB1-j,NA,NA,NA
OTU_426,21,41,8,0,61,255,18,0,466,368,33,0,66,56,62,0,0,144,314,0,0,137,97,0,11,78,100,0,18,364,190,7,8,505,371,10,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,NA
OTU_427,7,82,47,0,22,47,0,0,164,79,297,0,25,19,114,0,0,95,308,0,0,60,59,0,0,199,228,0,0,129,230,0,0,33,69,0,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_428,0,0,244,0,0,0,0,0,0,0,109,0,0,0,0,0,0,81,268,0,0,347,357,0,0,146,101,0,0,0,590,0,0,125,463,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Synechococcus_CC9902,NA
OTU_429,171,252,60,0,141,192,0,0,155,135,16,0,85,125,171,0,253,28,0,0,156,0,0,0,0,65,46,0,101,0,0,0,153,0,0,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_430,101,152,0,0,0,0,0,0,112,57,0,0,0,0,59,0,367,0,0,0,679,0,0,0,367,186,209,0,437,0,0,0,1349,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,NA
OTU_431,0,0,0,209,0,0,0,267,0,0,0,274,0,0,0,147,0,0,0,143,0,0,0,284,0,0,0,202,0,0,0,204,0,0,0,157,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
